,Выживший,Класс пассажира,Пол,Возраст,Кол-во родственников,Кол-во детей(?),Порт посадки,Год рождения
601,0,3,male,24.0,0,0,S,1998.0
602,0,1,male,24.0,0,0,S,1998.0
603,0,3,male,44.0,0,0,S,1978.0
604,1,1,male,35.0,0,0,C,1987.0
605,0,3,male,36.0,1,0,S,1986.0
606,0,3,male,30.0,0,0,S,1992.0
607,1,1,male,27.0,0,0,S,1995.0
608,1,2,female,22.0,1,2,C,2000.0
609,1,1,female,40.0,0,0,S,1982.0
610,0,3,female,39.0,1,5,S,1983.0
611,0,3,male,24.0,0,0,S,1998.0
612,1,3,female,24.0,1,0,Q,1998.0
613,0,3,male,24.0,0,0,Q,1998.0
614,0,3,male,35.0,0,0,S,1987.0
615,1,2,female,24.0,1,2,S,1998.0
616,0,3,male,34.0,1,1,S,1988.0
617,0,3,female,26.0,1,0,S,1996.0
618,1,2,female,4.0,2,1,S,2018.0
619,0,2,male,26.0,0,0,S,1996.0
620,0,3,male,27.0,1,0,C,1995.0
621,1,1,male,42.0,1,0,S,1980.0
622,1,3,male,20.0,1,1,C,2002.0
623,0,3,male,21.0,0,0,S,2001.0
624,0,3,male,21.0,0,0,S,2001.0
625,0,1,male,61.0,0,0,S,1961.0
626,0,2,male,57.0,0,0,Q,1965.0
627,1,1,female,21.0,0,0,S,2001.0
628,0,3,male,26.0,0,0,S,1996.0
629,0,3,male,24.0,0,0,Q,1998.0
630,1,1,male,80.0,0,0,S,1942.0
631,0,3,male,51.0,0,0,S,1971.0
632,1,1,male,32.0,0,0,C,1990.0
633,0,1,male,24.0,0,0,S,1998.0
634,0,3,female,9.0,3,2,S,2013.0
635,1,2,female,28.0,0,0,S,1994.0
636,0,3,male,32.0,0,0,S,1990.0
637,0,2,male,31.0,1,1,S,1991.0
638,0,3,female,41.0,0,5,S,1981.0
639,0,3,male,24.0,1,0,S,1998.0
640,0,3,male,20.0,0,0,S,2002.0
641,1,1,female,24.0,0,0,C,1998.0
642,0,3,female,2.0,3,2,S,2020.0
643,1,3,male,24.0,0,0,S,1998.0
644,1,3,female,0.75,2,1,C,2021.25
645,1,1,male,48.0,1,0,C,1974.0
646,0,3,male,19.0,0,0,S,2003.0
647,1,1,male,56.0,0,0,C,1966.0
648,0,3,male,24.0,0,0,S,1998.0
649,1,3,female,23.0,0,0,S,1999.0
650,0,3,male,24.0,0,0,S,1998.0
651,1,2,female,18.0,0,1,S,2004.0
652,0,3,male,21.0,0,0,S,2001.0
653,1,3,female,24.0,0,0,Q,1998.0
654,0,3,female,18.0,0,0,Q,2004.0
655,0,2,male,24.0,2,0,S,1998.0
656,0,3,male,24.0,0,0,S,1998.0
657,0,3,female,32.0,1,1,Q,1990.0
658,0,2,male,23.0,0,0,S,1999.0
659,0,1,male,58.0,0,2,C,1964.0
660,1,1,male,50.0,2,0,S,1972.0
661,0,3,male,40.0,0,0,C,1982.0
662,0,1,male,47.0,0,0,S,1975.0
663,0,3,male,36.0,0,0,S,1986.0
664,1,3,male,20.0,1,0,S,2002.0
665,0,2,male,32.0,2,0,S,1990.0
666,0,2,male,25.0,0,0,S,1997.0
667,0,3,male,24.0,0,0,S,1998.0
668,0,3,male,43.0,0,0,S,1979.0
669,1,1,female,24.0,1,0,S,1998.0
670,1,2,female,40.0,1,1,S,1982.0
671,0,1,male,31.0,1,0,S,1991.0
672,0,2,male,70.0,0,0,S,1952.0
673,1,2,male,31.0,0,0,S,1991.0
674,0,2,male,24.0,0,0,S,1998.0
675,0,3,male,18.0,0,0,S,2004.0
676,0,3,male,24.5,0,0,S,1997.5
677,1,3,female,18.0,0,0,S,2004.0
678,0,3,female,43.0,1,6,S,1979.0
679,1,1,male,36.0,0,1,C,1986.0
680,0,3,female,24.0,0,0,Q,1998.0
681,1,1,male,27.0,0,0,C,1995.0
682,0,3,male,20.0,0,0,S,2002.0
683,0,3,male,14.0,5,2,S,2008.0
684,0,2,male,60.0,1,1,S,1962.0
685,0,2,male,25.0,1,2,C,1997.0
686,0,3,male,14.0,4,1,S,2008.0
687,0,3,male,19.0,0,0,S,2003.0
688,0,3,male,18.0,0,0,S,2004.0
689,1,1,female,15.0,0,1,S,2007.0
690,1,1,male,31.0,1,0,S,1991.0
691,1,3,female,4.0,0,1,C,2018.0
692,1,3,male,24.0,0,0,S,1998.0
693,0,3,male,25.0,0,0,C,1997.0
694,0,1,male,60.0,0,0,S,1962.0
695,0,2,male,52.0,0,0,S,1970.0
696,0,3,male,44.0,0,0,S,1978.0
697,1,3,female,24.0,0,0,Q,1998.0
698,0,1,male,49.0,1,1,C,1973.0
699,0,3,male,42.0,0,0,S,1980.0
700,1,1,female,18.0,1,0,C,2004.0
701,1,1,male,35.0,0,0,S,1987.0
702,0,3,female,18.0,0,1,C,2004.0
703,0,3,male,25.0,0,0,Q,1997.0
704,0,3,male,26.0,1,0,S,1996.0
705,0,2,male,39.0,0,0,S,1983.0
706,1,2,female,45.0,0,0,S,1977.0
707,1,1,male,42.0,0,0,S,1980.0
708,1,1,female,22.0,0,0,S,2000.0
709,1,3,male,24.0,1,1,C,1998.0
710,1,1,female,24.0,0,0,C,1998.0
711,0,1,male,24.0,0,0,S,1998.0
712,1,1,male,48.0,1,0,S,1974.0
713,0,3,male,29.0,0,0,S,1993.0
714,0,2,male,52.0,0,0,S,1970.0
715,0,3,male,19.0,0,0,S,2003.0
716,1,1,female,38.0,0,0,C,1984.0
717,1,2,female,27.0,0,0,S,1995.0
718,0,3,male,24.0,0,0,Q,1998.0
719,0,3,male,33.0,0,0,S,1989.0
720,1,2,female,6.0,0,1,S,2016.0
721,0,3,male,17.0,1,0,S,2005.0
722,0,2,male,34.0,0,0,S,1988.0
723,0,2,male,50.0,0,0,S,1972.0
724,1,1,male,27.0,1,0,S,1995.0
725,0,3,male,20.0,0,0,S,2002.0
726,1,2,female,30.0,3,0,S,1992.0
727,1,3,female,24.0,0,0,Q,1998.0
728,0,2,male,25.0,1,0,S,1997.0
729,0,3,female,25.0,1,0,S,1997.0
730,1,1,female,29.0,0,0,S,1993.0
731,0,3,male,11.0,0,0,C,2011.0
732,0,2,male,24.0,0,0,S,1998.0
733,0,2,male,23.0,0,0,S,1999.0
734,0,2,male,23.0,0,0,S,1999.0
735,0,3,male,28.5,0,0,S,1993.5
736,0,3,female,48.0,1,3,S,1974.0
737,1,1,male,35.0,0,0,C,1987.0
738,0,3,male,24.0,0,0,S,1998.0
739,0,3,male,24.0,0,0,S,1998.0
740,1,1,male,24.0,0,0,S,1998.0
741,0,1,male,36.0,1,0,S,1986.0
742,1,1,female,21.0,2,2,C,2001.0
743,0,3,male,24.0,1,0,S,1998.0
744,1,3,male,31.0,0,0,S,1991.0
745,0,1,male,70.0,1,1,S,1952.0
746,0,3,male,16.0,1,1,S,2006.0
747,1,2,female,30.0,0,0,S,1992.0
748,0,1,male,19.0,1,0,S,2003.0
749,0,3,male,31.0,0,0,Q,1991.0
750,1,2,female,4.0,1,1,S,2018.0
751,1,3,male,6.0,0,1,S,2016.0
752,0,3,male,33.0,0,0,S,1989.0
753,0,3,male,23.0,0,0,S,1999.0
754,1,2,female,48.0,1,2,S,1974.0
755,1,2,male,0.67,1,1,S,2021.33
756,0,3,male,28.0,0,0,S,1994.0
757,0,2,male,18.0,0,0,S,2004.0
758,0,3,male,34.0,0,0,S,1988.0
759,1,1,female,33.0,0,0,S,1989.0
760,0,3,male,24.0,0,0,S,1998.0
761,0,3,male,41.0,0,0,S,1981.0
762,1,3,male,20.0,0,0,C,2002.0
763,1,1,female,36.0,1,2,S,1986.0
764,0,3,male,16.0,0,0,S,2006.0
765,1,1,female,51.0,1,0,S,1971.0
766,0,1,male,24.0,0,0,C,1998.0
767,0,3,female,30.5,0,0,Q,1991.5
768,0,3,male,24.0,1,0,Q,1998.0
769,0,3,male,32.0,0,0,S,1990.0
770,0,3,male,24.0,0,0,S,1998.0
771,0,3,male,48.0,0,0,S,1974.0
772,0,2,female,57.0,0,0,S,1965.0
773,0,3,male,24.0,0,0,C,1998.0
774,1,2,female,54.0,1,3,S,1968.0
775,0,3,male,18.0,0,0,S,2004.0
776,0,3,male,24.0,0,0,Q,1998.0
777,1,3,female,5.0,0,0,S,2017.0
778,0,3,male,24.0,0,0,Q,1998.0
779,1,1,female,43.0,0,1,S,1979.0
780,1,3,female,13.0,0,0,C,2009.0
781,1,1,female,17.0,1,0,S,2005.0
782,0,1,male,29.0,0,0,S,1993.0
783,0,3,male,24.0,1,2,S,1998.0
784,0,3,male,25.0,0,0,S,1997.0
785,0,3,male,25.0,0,0,S,1997.0
786,1,3,female,18.0,0,0,S,2004.0
787,0,3,male,8.0,4,1,Q,2014.0
788,1,3,male,1.0,1,2,S,2021.0
789,0,1,male,46.0,0,0,C,1976.0
790,0,3,male,24.0,0,0,Q,1998.0
791,0,2,male,16.0,0,0,S,2006.0
792,0,3,female,24.0,8,2,S,1998.0
793,0,1,male,24.0,0,0,C,1998.0
794,0,3,male,25.0,0,0,S,1997.0
795,0,2,male,39.0,0,0,S,1983.0
796,1,1,female,49.0,0,0,S,1973.0
797,1,3,female,31.0,0,0,S,1991.0
798,0,3,male,30.0,0,0,C,1992.0
799,0,3,female,30.0,1,1,S,1992.0
800,0,2,male,34.0,0,0,S,1988.0
801,1,2,female,31.0,1,1,S,1991.0
802,1,1,male,11.0,1,2,S,2011.0
803,1,3,male,0.42,0,1,C,2021.58
804,1,3,male,27.0,0,0,S,1995.0
805,0,3,male,31.0,0,0,S,1991.0
806,0,1,male,39.0,0,0,S,1983.0
807,0,3,female,18.0,0,0,S,2004.0
808,0,2,male,39.0,0,0,S,1983.0
809,1,1,female,33.0,1,0,S,1989.0
810,0,3,male,26.0,0,0,S,1996.0
811,0,3,male,39.0,0,0,S,1983.0
812,0,2,male,35.0,0,0,S,1987.0
813,0,3,female,6.0,4,2,S,2016.0
814,0,3,male,30.5,0,0,S,1991.5
815,0,1,male,24.0,0,0,S,1998.0
816,0,3,female,23.0,0,0,S,1999.0
817,0,2,male,31.0,1,1,C,1991.0
818,0,3,male,43.0,0,0,S,1979.0
819,0,3,male,10.0,3,2,S,2012.0
820,1,1,female,52.0,1,1,S,1970.0
821,1,3,male,27.0,0,0,S,1995.0
822,0,1,male,38.0,0,0,S,1984.0
823,1,3,female,27.0,0,1,S,1995.0
824,0,3,male,2.0,4,1,S,2020.0
825,0,3,male,24.0,0,0,Q,1998.0
826,0,3,male,24.0,0,0,S,1998.0
827,1,2,male,1.0,0,2,C,2021.0
828,1,3,male,24.0,0,0,Q,1998.0
829,1,1,female,62.0,0,0,S,1960.0
830,1,3,female,15.0,1,0,C,2007.0
831,1,2,male,0.83,1,1,S,2021.17
832,0,3,male,24.0,0,0,C,1998.0
833,0,3,male,23.0,0,0,S,1999.0
834,0,3,male,18.0,0,0,S,2004.0
835,1,1,female,39.0,1,1,C,1983.0
836,0,3,male,21.0,0,0,S,2001.0
837,0,3,male,24.0,0,0,S,1998.0
838,1,3,male,32.0,0,0,S,1990.0
839,1,1,male,24.0,0,0,C,1998.0
840,0,3,male,20.0,0,0,S,2002.0
841,0,2,male,16.0,0,0,S,2006.0
842,1,1,female,30.0,0,0,C,1992.0
843,0,3,male,34.5,0,0,C,1987.5
844,0,3,male,17.0,0,0,S,2005.0
845,0,3,male,42.0,0,0,S,1980.0
846,0,3,male,24.0,8,2,S,1998.0
847,0,3,male,35.0,0,0,C,1987.0
848,0,2,male,28.0,0,1,S,1994.0
849,1,1,female,24.0,1,0,C,1998.0
850,0,3,male,4.0,4,2,S,2018.0
851,0,3,male,74.0,0,0,S,1948.0
852,0,3,female,9.0,1,1,C,2013.0
853,1,1,female,16.0,0,1,S,2006.0
854,0,2,female,44.0,1,0,S,1978.0
855,1,3,female,18.0,0,1,S,2004.0
856,1,1,female,45.0,1,1,S,1977.0
857,1,1,male,51.0,0,0,S,1971.0
858,1,3,female,24.0,0,3,C,1998.0
859,0,3,male,24.0,0,0,C,1998.0
860,0,3,male,41.0,2,0,S,1981.0
861,0,2,male,21.0,1,0,S,2001.0
862,1,1,female,48.0,0,0,S,1974.0
863,0,3,female,24.0,8,2,S,1998.0
864,0,2,male,24.0,0,0,S,1998.0
865,1,2,female,42.0,0,0,S,1980.0
866,1,2,female,27.0,1,0,C,1995.0
867,0,1,male,31.0,0,0,S,1991.0
868,0,3,male,24.0,0,0,S,1998.0
869,1,3,male,4.0,1,1,S,2018.0
870,0,3,male,26.0,0,0,S,1996.0
871,1,1,female,47.0,1,1,S,1975.0
872,0,1,male,33.0,0,0,S,1989.0
873,0,3,male,47.0,0,0,S,1975.0
874,1,2,female,28.0,1,0,C,1994.0
875,1,3,female,15.0,0,0,C,2007.0
876,0,3,male,20.0,0,0,S,2002.0
877,0,3,male,19.0,0,0,S,2003.0
878,0,3,male,24.0,0,0,S,1998.0
879,1,1,female,56.0,0,1,C,1966.0
880,1,2,female,25.0,0,1,S,1997.0
881,0,3,male,33.0,0,0,S,1989.0
882,0,3,female,22.0,0,0,S,2000.0
883,0,2,male,28.0,0,0,S,1994.0
884,0,3,male,25.0,0,0,S,1997.0
885,0,3,female,39.0,0,5,Q,1983.0
886,0,2,male,27.0,0,0,S,1995.0
887,1,1,female,19.0,0,0,S,2003.0
888,0,3,female,24.0,1,2,S,1998.0
889,1,1,male,26.0,0,0,C,1996.0
890,0,3,male,32.0,0,0,Q,1990.0
